,0
622,Pascagoula_U.S.A.
623,Patrai_Greece
624,Payra_Bangladesh
625,Pelabuhan Sansakan_Malaysia
626,Pelabuhan Tanjung Wangi_Indonesia
627,Pemba_Mozambique
628,Penglai_China
629,Pepillo Salcedo_Dominican Republic
630,Petrapavlovsk_Russia
631,Philadelphia_U.S.A.
632,Phillipsburg_Sint Maarten
633,Phu My_Vietnam
634,Phuket_Thailand
635,Pipavav Bandar_India
636,Piraievs_Greece
637,Pitea_Sweden
638,Ploce_Croatia
639,Pohang_South Korea
640,Point Lisa Port_Trinidad and Tobago
641,Point Noire_Republic of Congo
642,Point Richmond_U.S.A.
643,Pointe A Pitre_Guadeloupe
644,Ponta Delgada_Portugal
645,Pontianak_Indonesia
646,Pornpei Harbor_Micronesia
647,Porsgrunn_Norway
648,Port Adelaide_Australia
649,Port Alma_Australia
650,Port Angeles_Canada
651,Port Aransas_U.S.A.
652,Port Arthur_U.S.A.
653,Port Au Prince_Haiti
654,Port Bayside NB_Canada
655,Port Dalrymple_Australia
656,Port De Caen_France
657,Port De Kribi_Cameroon
658,Port De Salvador_Brazil
659,Port Dover_Canada
660,Port Elizabeth_South Africa
661,Port Est_Reunion
662,Port Everglades_U.S.A.
663,Port Gentil_Gabon
664,Port Harcourt_Nigeria
665,Port Hedland_Australia
666,Port Hueneme_U.S.A.
667,Port Jerome_France
668,Port Kembla_Australia
669,Port Klang_Malaysia
670,Port Lavaca_U.S.A.
671,Port Louis_Mauritius
672,Port Lyttelton_New Zealand
673,Port Manatee_U.S.A.
674,Port Methanier_Algeria
675,Port Moresby_Papua New Guinea
676,Port Nador_Morocco
677,Port Noro_Solomon Islands
678,Port Owendo_Gabon
679,Port Saint Louis Du Rhone_France
680,Port Sudan_Sudan
681,Port Vila_Vanuatu
682,Port Walcott_Australia
683,Port de Longoni_Mayotte
684,Port of Duqm_Oman
685,Port of Le Havre_France
686,Port of Rouen_France
687,Port of Sohar_Oman
688,Port of Spain_Trinidad and Tobago
689,Port-La-Nouvelle_France
690,Portland_Australia
691,Portland_U.S.A.
692,Portland Harbour_United Kingdom
693,"Portland, ME_U.S.A."
694,Portmouth_U.S.A.
695,Porto Da Praia_Cape Verde
696,Porto De Leizoes_Portugal
697,Porto De Mucuripe_Brazil
698,Porto De Suape_Brazil
699,Porto Di Chioggia_Italy
700,Porto Di Corsini_Italy
701,Porto Di Lido-Venezia_Italy
702,Porto Di Malamocco_Italy
703,Porto Di Palermo_Italy
704,Porto Grande_Cape Verde
705,Porto Pecem_Brazil
706,Portovecchio Di Piombino_Italy
707,Portsmouth Harbour_United Kingdom
708,Poti_Georgia
709,Praia De Vitoria_Portugal
710,Prince Rupert_U.S.A.
711,Progreso_Mexico
712,Puerto Bolivar_Colombia
713,Puerto Bolivar_Ecuador
714,Puerto Cabello_Venezuela
715,Puerto Caldera_Costa Rica
716,Puerto Castilla_Honduras
717,Puerto Colon_Panama
718,Puerto Cortes_Honduras
719,Puerto Cristobal_Panama
720,Puerto De Bilbao_Spain
721,Puerto De Carboneras_Spain
722,Puerto De Garrucha_Spain
723,Puerto De Haina_Dominican Republic
724,Puerto De Hencan_Honduras
725,Puerto De Pasajes_Spain
726,Puerto Del Callao_Peru
727,Puerto Del Rosario_Spain
728,Puerto Ilo_Peru
729,Puerto Ingeniero White_Argentina
730,Puerto Madryn_Argentina
731,Puerto Moin_Costa Rica
732,Puerto Montt_Chile
733,Puerto Plata_Dominican Republic
734,Puerto Quetzal_Guatemala
735,Puerto San Antonio_Chile
736,Puerto San Martin_Argentina
737,Pulau Baai_Indonesia
738,Pulau Pinang_Malaysia
739,Pusan_South Korea
740,Put Put_Papua New Guinea
741,Pyeongtaek Hang_South Korea
742,Qalhat LNG Terminal_Oman
743,Qingdao Gang_China
744,Qingdao Port_China
745,Qingzhou_China
746,Qinhuangdao_China
747,Qiwei_China
748,Quanzhou_China
749,Quebec_Canada
750,Qui Nhon_Vietnam
751,Rabaul_Papua New Guinea
752,Rabigh_Saudi Arabia
753,Rada De Arica_Chile
754,Rada Di vado_Italy
755,Rade De Brest_France
756,Rangoon_Myanmar
757,Ras Laffan_Qatar
758,Ras Tannurah_Saudi Arabia
759,Rauma_Finland
760,Reka Luga_Russia
761,Reykjavik_Iceland
762,Richards Bay_South Africa
763,Riga_Latvia
764,Rijeka Luka_Croatia
765,Rio De Janeiro_Brazil
766,Rio Grande_Brazil
767,Rizhao_China
768,Rosario_Argentina
769,Roseau_Dominica
770,Rostock_Germany
771,Rostov-Na-Donu_Russia
772,Rotterdam_Netherlands
773,Rouge River_U.S.A.
