,community,degree
0,0,16564209.330064276
1,0,55329072.15412212
2,0,5390149.0723920055
3,0,14240.66704244693
4,0,4014991.7533308016
5,0,3990168.72284527
6,0,263578.2058181108
7,0,715092.6931427774
8,0,1326824.6292438067
9,0,166355.71153240968
10,0,289328.88571761874
11,0,10479748.566874612
12,0,162000.1129340537
13,0,28682131.08467314
14,0,21462091.362209458
15,0,5787302.642144331
16,0,3374509.250009053
17,0,189153.91556644303
18,0,1862196.8559741697
19,0,119323190.35888536
20,0,4194442.41857069
21,0,2604525.645905895
22,0,959376.2090332805
23,0,207844.86260933374
24,0,25308227.754282773
25,0,231643.78394443018
26,0,366980.88611307094
27,0,967547.6215216962
28,0,19644.121147733127
29,0,827166.2097661688
30,0,1871883.765184064
31,0,4839498.892235442
32,0,53785525.971455425
33,0,1331427.0589248263
34,0,2309828.277813814
35,0,594632.0874595852
36,0,6972750.227456662
37,0,193136545.41309413
38,0,1221575.0413670451
39,0,4135644.3617513636
40,0,399946.82021013927
41,0,12340479.508731877
42,0,2319185.4335498936
43,0,1207383.32506491
44,0,12390.610390622793
45,0,5540118.986092505
46,0,34559466.74231777
47,0,6046.729879454777
48,0,22655064.544298742
49,0,67359.96904215429
50,0,80095.59198098483
51,0,40585.753529501206
52,0,1167370.0284033585
53,0,25182.39336515972
54,0,881817.8546914025
55,0,17624651.577254787
56,0,10271980.33577392
57,0,84250853.8016342
58,0,1915907.8866813718
59,0,24988080.987523813
60,0,2996489.151283027
61,0,439598.0330494456
62,0,4519071.488860661
63,0,338880.8785894076
64,0,231539.4307319815
65,0,1599130.7943664729
66,0,24700079.217604145
67,0,819706.327070704
68,0,2616370.254729942
69,0,83868.74278446904
70,0,1220747.728902056
71,0,988099.4244338432
72,0,96494983.2253496
73,0,378268.90276962507
74,0,5224682.127409755
75,0,276455.84931347537
76,0,51208.08123310449
77,0,1153336.2477826343
78,0,4349887.2838574285
79,0,97263.63153352716
80,0,1933100.1379943576
81,0,331715.3647175518
82,0,17467.793424786705
83,0,47050448.76342723
84,0,36200999.15715725
85,0,55754.2491046419
86,0,592996.4716521511
87,0,6093318.164253226
88,0,816803.7085523738
89,0,1910654.9287421764
90,0,4542098.594265357
91,0,2409105.3931792155
92,0,473102.7715111861
93,0,1990856.6728664902
94,0,1659680.4555920504
95,0,1380558.8267274569
96,0,1795260.3057218324
97,0,953586.5337425094
98,0,3055053.9913602984
99,0,1486947.8328866763
100,0,5414166.360928546
101,0,149718.60636488473
102,0,476832.5588483636
103,0,12110875.814289395
104,0,49958396.63828292
105,0,78253.20883199024
106,0,76969.82612277818
107,0,20989.930724908514
108,0,43610.989998458645
109,0,100640958.685912
110,0,960036.3206021057
111,0,2026194.1782369497
112,0,59145388.761707425
113,0,33216.0
114,0,25390.15875722183
115,0,351103.8290141585
116,0,76257.74730783464
