,community,degree
0,2,16564209.330064276
1,1,55329072.15412212
2,2,5390149.0723920055
3,2,14240.66704244693
4,1,4014991.7533308016
5,2,3990168.72284527
6,2,263578.2058181108
7,1,715092.6931427774
8,1,1326824.6292438067
9,2,166355.71153240968
10,1,289328.88571761874
11,1,10479748.566874612
12,1,162000.1129340537
13,1,28682131.08467314
14,1,21462091.362209458
15,1,5787302.642144331
16,1,3374509.250009053
17,1,189153.91556644303
18,2,1862196.8559741697
19,2,119323190.35888536
20,2,4194442.41857069
21,2,2604525.645905895
22,2,959376.2090332805
23,1,207844.86260933374
24,2,25308227.754282773
25,2,231643.78394443018
26,1,366980.88611307094
27,1,967547.6215216962
28,1,19644.121147733127
29,2,827166.2097661688
30,1,1871883.765184064
31,1,4839498.892235442
32,2,53785525.971455425
33,2,1331427.0589248263
34,1,2309828.277813814
35,1,594632.0874595852
36,2,6972750.227456662
37,2,193136545.41309413
38,1,1221575.0413670451
39,1,4135644.3617513636
40,2,399946.82021013927
41,2,12340479.508731877
42,2,2319185.4335498936
43,1,1207383.32506491
44,1,12390.610390622793
45,1,5540118.986092505
46,1,34559466.74231777
47,1,6046.729879454777
48,1,22655064.544298742
49,2,67359.96904215429
50,2,80095.59198098483
51,2,40585.753529501206
52,2,1167370.0284033585
53,2,25182.39336515972
54,2,881817.8546914025
55,2,17624651.577254787
56,2,10271980.33577392
57,2,84250853.8016342
58,1,1915907.8866813718
59,2,24988080.987523813
60,2,2996489.151283027
61,1,439598.0330494456
62,1,4519071.488860661
63,1,338880.8785894076
64,1,231539.4307319815
65,1,1599130.7943664729
66,1,24700079.217604145
67,1,819706.327070704
68,2,2616370.254729942
69,1,83868.74278446904
70,1,1220747.728902056
71,2,988099.4244338432
72,2,96494983.2253496
73,1,378268.90276962507
74,2,5224682.127409755
75,2,276455.84931347537
76,1,51208.08123310449
77,2,1153336.2477826343
78,1,4349887.2838574285
79,2,97263.63153352716
80,1,1933100.1379943576
81,1,331715.3647175518
82,1,17467.793424786705
83,1,47050448.76342723
84,1,36200999.15715725
85,2,55754.2491046419
86,1,592996.4716521511
87,1,6093318.164253226
88,2,816803.7085523738
89,1,1910654.9287421764
90,2,4542098.594265357
91,2,2409105.3931792155
92,2,473102.7715111861
93,1,1990856.6728664902
94,2,1659680.4555920504
95,2,1380558.8267274569
96,1,1795260.3057218324
97,2,953586.5337425094
98,1,3055053.9913602984
99,1,1486947.8328866763
100,1,5414166.360928546
101,1,149718.60636488473
102,2,476832.5588483636
103,2,12110875.814289395
104,1,49958396.63828292
105,1,78253.20883199024
106,1,76969.82612277818
107,2,20989.930724908514
108,2,43610.989998458645
109,2,100640958.685912
110,2,960036.3206021057
111,2,2026194.1782369497
112,1,59145388.761707425
113,1,33216.0
114,1,25390.15875722183
115,2,351103.8290141585
116,2,76257.74730783464
117,1,6503890.628894471
118,2,32300867.019449573
119,2,38568652.182422705
120,1,235197.88286077153
121,1,10321.078093999415
122,1,240699.9171535657
123,1,60969.00660142678
124,1,36989598.14015497
125,1,4413810.098707104
126,1,303737.7848560888
127,2,717850.8453767563
128,1,1653727.2870962727
129,2,4342712.356875894
130,1,2550105.510945123
131,2,94360.42572681894
132,2,48611.758499144475
133,2,48703.03468534512
134,2,38635045.5885872
135,2,8918.688230195514
136,2,95359513.63222553
137,2,1683141.2549675512
138,2,20264674.351416495
139,2,858351.9190629392
140,2,80186.75327213538
141,2,263985.2088431889
142,1,8673969.463969612
143,2,41268.18595146814
144,1,88740.23395651908
145,1,1062840.5038056776
146,1,1590093.6343486276
147,1,62777.30528422515
148,2,103081737.93288383
149,2,1598429.3842669115
150,1,19426666.842312828
151,2,3162500.2402610937
152,1,51662276.73989351
153,1,3351962.304762456
154,1,22086881.85296962
155,1,243916.6848514574
156,2,16623.057748650328
157,0,82061.53880275792
158,2,7657591.704644505
159,2,444036.5065737746
160,1,211489118.74272272
161,1,113435.62908454335
162,2,5802671.96729483
163,1,15204220.728185263
164,2,3849127.8432728616
165,2,8252203.2233319525
166,2,13537261.146920988
167,1,60364.29042563501
168,2,22372556.29460612
169,2,202080.43780855456
170,2,358576.81281741906
171,1,13547021.027823431
172,1,2390697.8819563184
173,1,45722.518693850216
174,2,17814200.142837957
175,1,65867475.84209226
176,1,38186301.19213709
177,1,37837966.39199064
178,1,1011899.168841602
179,1,12885591.377681429
180,1,1096496.0313490303
181,1,14022835.944802647
182,1,23758.464174670906
183,2,1934763.0620148105
184,2,175970.25406868957
185,1,39507139.21395042
186,1,41767.77932053747
187,1,10175.81224712146
188,1,177892.56147868832
189,2,305644.9174416342
190,1,31286039.012969695
191,1,630434.6379986514
192,2,6945956.608695667
193,2,1034607.5548301899
194,1,910639.0783630898
195,2,9422762.333059572
196,1,15738.27485674118
197,2,15160931.415564723
198,2,43547358.100083604
199,2,601236.3440077459
200,2,477393.5904710688
201,2,111264.63712075393
202,2,4566645.315041099
203,2,58097.85443386243
204,1,776549.606097304
205,1,66248.90795764573
206,2,91944.1351760266
207,1,16634.068299591374
208,2,19100745.07875726
209,1,154283.5007634706
210,2,113628.87184929462
211,2,575097.8822210145
212,2,1783601.9054885984
213,1,1417512.4998204275
214,2,190420.12999741948
215,1,566773.5135303093
216,2,5265.30428379904
217,1,26514.94164562512
218,1,566709.3231846682
219,1,44018.89514848657
220,2,83899436.53641711
221,2,96287.36021600262
222,2,421813.24743726023
223,2,398441.29548997653
224,2,3585161.746655804
225,2,123183.32859020015
226,2,97090.41310418
227,2,2605380.6268664934
228,1,165201.0329334264
229,2,1336851.5161346828
230,2,58776447.56282586
231,2,2541653.599348287
232,2,3912851.763078517
233,1,29599193.273715753
234,1,451624.16996145376
235,1,1322081.3240388392
236,1,141347.52192428225
237,2,601343.0524029606
238,1,2640995.078834333
239,1,27631217.466649786
240,1,144560.31832592734
241,2,26460.0
242,1,2747371.19557302
243,2,52439.660180252016
244,2,2520525.021406773
245,2,18599403.90174642
246,2,14174116.200925589
247,1,28855725.33782566
248,1,8810196.978210147
249,2,95318591.90829296
250,2,78687.74301007493
251,2,2847142.665307022
252,2,950802.1297507687
253,2,491241.8962023087
254,2,3081103.575722449
255,2,65911434.69215886
256,1,739690.3196100332
257,2,53332.54328456124
258,1,561899.3143575083
259,1,141963.99075859593
260,2,12009153.207581848
261,1,1416358.2456014832
262,2,3050528.698326703
263,2,3049821.375159745
264,1,4764453.793921736
265,2,23449083.409092367
266,1,1304372.8404232531
267,1,141539.43132950267
268,1,9070572.771172617
269,2,34932098.59826908
270,2,633843.7459211776
271,2,1064555.0749577202
272,1,101956.67838189335
273,1,19288080.18488166
274,1,1305512.9036609991
275,1,47482800.468218155
276,1,43571453.50816005
277,1,4592531.306782438
278,1,434365.4812781469
279,1,19339579.342030995
280,1,385207.7640710161
281,2,417347.5203896791
282,1,1154724.6851856236
283,1,30340229.26497183
284,2,1469297.0964792557
285,1,214193.03311763937
286,2,180045607.3228962
287,2,6082.224189659579
288,2,26460.0
289,1,5261424.663250856
290,1,165061.8854423241
291,2,8898.910315146695
292,1,1914807.7857853721
293,2,7115671.0727430675
294,2,9522845.963519385
295,1,53477.15995146279
296,1,75498.77063389691
297,1,3916965.9378958815
298,1,1003636.1172371496
299,1,291507.22709315654
300,1,3339518.6582198017
301,1,424474837.0384585
302,1,2184983.4244949175
303,1,9735668.845985549
304,2,213017.86989669764
305,1,76024.10065274435
306,2,40048981.0756724
307,2,778013.0369418084
308,1,361543.388013954
309,2,469856.9406936304
310,1,9669763.23462638
311,1,799869.3384792982
312,2,2391055.6788138705
313,2,5220165.746816546
314,1,17408723.2225172
315,1,208347.72711613067
316,2,16936.37250910429
317,2,15962230.162652161
318,1,388451.3183271558
319,1,1099110.7479868087
320,1,23224356.147750888
321,1,80375057.51518123
322,2,57587983.55437918
323,2,265140.1052295773
324,1,2576656.0115876566
325,2,98036.48176153391
326,1,16328388.652392915
327,1,2629490.4646157087
328,2,18259160.145260647
329,1,78903821.85908708
330,2,66729.47884878551
331,1,1428033.7421265363
332,1,10584332.580130868
333,1,135418297.7729334
334,1,13650232.878373515
335,1,15428522.247659672
336,1,19862876.612737905
337,1,1577612.9163350652
338,2,510068.2099767167
339,2,453164.4369880045
340,1,245188.00905474072
341,1,3974491.091845272
342,1,8952211.107982146
343,1,1595228.6680728337
344,1,56288.23824141936
345,1,8268521.455501311
346,1,272135411.5339431
347,1,100716.85736211666
348,1,25651413.307029035
