,0
985,Port of Le Havre_France
986,Port of Rouen_France
987,Port of Sillamäe_Estonia
988,Port of Sohar_Oman
989,Port of Spain_Trinidad and Tobago
990,Port-De-Bouc_France
991,Port-La-Nouvelle_France
992,Portland_Australia
993,Portland_U.S.A.
994,Portland Harbour_United Kingdom
995,"Portland, ME_U.S.A."
996,Portmouth_U.S.A.
997,Porto Alegre_Brazil
998,Porto Da Praia_Cape Verde
999,Porto De Leizoes_Portugal
1000,Porto De Maceio_Brazil
1001,Porto De Mucuripe_Brazil
1002,Porto De Suape_Brazil
1003,Porto Di Chioggia_Italy
1004,Porto Di Corsini_Italy
1005,Porto Di Lido-Venezia_Italy
1006,Porto Di Malamocco_Italy
1007,Porto Di Oristano_Italy
1008,Porto Di Palermo_Italy
1009,Porto Grande_Cape Verde
1010,Porto Pecem_Brazil
1011,Porto Torres_Italy
1012,Portocel_Brazil
1013,Portovecchio Di Piombino_Italy
1014,Portsmouth Harbour_United Kingdom
1015,Porvoo_Finland
1016,Poti_Georgia
1017,Pozzuoli_Italy
1018,Praia De Vitoria_Portugal
1019,Presque Isle_U.S.A.
1020,Primorsk_Russia
1021,Prince Rupert_U.S.A.
1022,Probolinggo_Indonesia
1023,Progreso_Mexico
1024,Providence_U.S.A.
1025,Providenciales_Turks and Caicos Islands
1026,Puerto Bayovar_Peru
1027,Puerto Bolivar_Colombia
1028,Puerto Bolivar_Ecuador
1029,Puerto Cabello_Venezuela
1030,Puerto Cabezas_Nicaragua
1031,Puerto Caldera_Chile
1032,Puerto Caldera_Costa Rica
1033,Puerto Castilla_Honduras
1034,Puerto Chanaral_Chile
1035,Puerto Colon_Panama
1036,Puerto Cortes_Honduras
1037,Puerto Cristobal_Panama
1038,Puerto De Bilbao_Spain
1039,Puerto De Carboneras_Spain
1040,Puerto De Chimbote_Peru
1041,Puerto De Garrucha_Spain
1042,Puerto De Haina_Dominican Republic
1043,Puerto De Hencan_Honduras
1044,Puerto De Pasajes_Spain
1045,Puerto Del Callao_Peru
1046,Puerto Del Rosario_Spain
1047,Puerto Ilo_Peru
1048,Puerto Ingeniero White_Argentina
1049,Puerto La Cruz_Venezuela
1050,Puerto Madryn_Argentina
1051,Puerto Miranda_Venezuela
1052,Puerto Moin_Costa Rica
1053,Puerto Montt_Chile
1054,Puerto Nuevo_Colombia
1055,Puerto Plata_Dominican Republic
1056,Puerto Princesa_Philippines
1057,Puerto Quetzal_Guatemala
1058,Puerto San Antonio_Chile
1059,Puerto San Martin_Argentina
1060,Puerto Yabucoa_Puerto Rico
1061,Pulau Baai_Indonesia
1062,Pulau Pinang_Malaysia
1063,Punta Cardon_Venezuela
1064,Punta Lobitos (Bahia De Huarmey)_Peru
1065,Pusan_South Korea
1066,Put Put_Papua New Guinea
1067,Pyeongtaek Hang_South Korea
1068,Qalhat LNG Terminal_Oman
1069,Qingdao Gang_China
1070,Qingdao Port_China
1071,Qingzhou_China
1072,Qinhuangdao_China
1073,Qiwei_China
1074,Quanzhou_China
1075,Quebec_Canada
1076,Quelimane_Mozambique
1077,Quequen_Argentina
1078,Qui Nhon_Vietnam
1079,Raahe_Finland
1080,Rabaul_Papua New Guinea
1081,Rabigh_Saudi Arabia
1082,Rada De Arica_Chile
1083,Rada Di vado_Italy
1084,Rade De Brest_France
1085,Randers_Denmark
1086,Rangoon_Myanmar
1087,Ras Al Khafji_Saudi Arabia
1088,Ras Al Mishab_Saudi Arabia
1089,Ras Al-Khair_Saudi Arabia
1090,Ras Laffan_Qatar
1091,Ras Tannurah_Saudi Arabia
1092,Rauma_Finland
1093,Rayong TPI Terminal_Thailand
1094,Recife_Brazil
1095,Reka Luga_Russia
1096,Rethimnon_Greece
1097,Retreat_Saint Vincent and the Grenadines
1098,Reykjavik_Iceland
1099,Richards Bay_South Africa
1100,Riga_Latvia
1101,Rijeka Luka_Croatia
1102,Rio Bueno_Jamaica
1103,Rio De Janeiro_Brazil
1104,Rio Grande_Brazil
1105,Rizhao_China
1106,Road Harbor_British Virgin Islands
1107,Rorvik_Norway
1108,Rosario_Argentina
1109,Rosarito_Mexico
1110,Roseau_Dominica
1111,Rostock_Germany
1112,Rostov-Na-Donu_Russia
1113,Rota_Northern Mariana Islands
1114,Rotterdam_Netherlands
1115,Rouge River_U.S.A.
1116,Rumor Ko_Japan
1117,Ruwais Port_Qatar
1118,Safi_Morocco
1119,Saganoseki Ko_Japan
1120,Sagunto_Spain
1121,Saint Helier Harbour_Jersey
1122,Saint Peter Port_Guernsey
1123,Saint-Laurent-du-Maroni_French Guiana
1124,Saint-Malo_France
1125,Saint-Marc_Haiti
1126,Saipan_Northern Mariana Islands
1127,Sakai Ko_Japan
1128,Sakai-Senboku_Japan
1129,Sakaide Ko_Japan
1130,Sakata Ko_Japan
1131,Sal Rei_Cape Verde
1132,Salaverry_Peru
1133,Saldanha Bay_South Africa
1134,Salelologa_Samoa
1135,Salerno_Italy
1136,Salina Cruz_Mexico
1137,Samarinda_Indonesia
1138,Sampit_Indonesia
1139,Samsun_Turkey
1140,San Diego_U.S.A.
1141,San Fransisco_U.S.A.
1142,San Giogrio_Italy
1143,San Juan_Puerto Rico
1144,San Miguel De Cozumel_Mexico
1145,San Nicolas_Argentina
1146,San Pedro_Cote d'Ivoire
1147,San Pedro De Macoris_Dominican Republic
1148,Sandnessjoen_Norway
1149,Sandusky_U.S.A.
1150,Sankt-Peterburg_Russia
1151,Sanshandaocun_China
1152,Santa Cruz De La Palma_Spain
1153,Santa Cruz De Tenerife_Spain
1154,Santa Maria_Colombia
1155,Santander_Spain
1156,Santiago De Cuba_Cuba
1157,Santo Antonio_Sao Tome and Principe
1158,Santo Domingo_Dominican Republic
1159,Santo Thomas De Castilla_Guatemala
1160,Santos_Brazil
1161,Sao Francisco_Brazil
1162,Sao Sebastiao_Brazil
1163,Sao Tome_Sao Tome and Principe
1164,Sapangar Bay_Malaysia
1165,Sapele_Nigeria
1166,Sarnia_Canada
1167,Sarroch Oil Terminal_Italy
1168,Sassnitz_Germany
1169,Sauda_Norway
1170,Savannah_U.S.A.
1171,Savonia_Italy
1172,Sawakin Harbor_Sudan
1173,Sayda_Lebanon
1174,Searsport_U.S.A.
1175,Seattle_U.S.A.
1176,Seghe_Solomon Islands
1177,Sekondi_Ghana
1178,Sekupang_Indonesia
1179,Semarang_Indonesia
1180,Sendai-Shiogama_Japan
1181,Sept Iles_Canada
1182,Serangoon Harbor_Singapore
1183,Sete_France
1184,Setubal_Portugal
1185,Sevilla_Spain
1186,Shala Pristan_Russia
1187,Shan T Ou_China
1188,Shanghai_China
1189,Shekou_China
1190,Shibushi Wan_Japan
1191,Shidao Newport_China
1192,Shijing Longxiang_China
1193,Shimizu Ko_Japan
1194,Shoreham Harbour_United Kingdom
1195,Shougang Jingtang_China
1196,Shui Dong_China
1197,Si Racha_Thailand
1198,Sibolga_Indonesia
1199,Sikka_India
1200,Sines_Portugal
1201,Singapore_Singapore
1202,Sint Nicolaas Baai_Aruba
1203,Sitrah_Bahrain
1204,Skagen Havn_Denmark
1205,Skelleftehamn_Sweden
1206,Skhira_Tunisia
1207,Skutskar_Sweden
1208,Slagenstangen_Norway
1209,Sodertalje_Sweden
1210,Solvesborg_Sweden
1211,Songkhla Harbor_Thailand
1212,Soudha_Greece
1213,Sousse_Tunisia
1214,South Louisiana_U.S.A.
1215,South Riding Point_Bahamas
1216,Southampton_United Kingdom
1217,Soyo Angola LNG Terminal_Angola
1218,Split_Croatia
1219,St John_Canada
1220,St John's_Canada
1221,St Johns_Antigua and Barbuda
1222,St Nazaire_France
1223,St. George's_Grenada
1224,Stagen_Indonesia
1225,Stavanger_Norway
1226,Steinkjer_Norway
1227,Stenungsund_Sweden
1228,Stockholm_Sweden
1229,Stockton_U.S.A.
1230,Stora Jatterson_Sweden
1231,Stura_Norway
1232,Subio Bay_Philippines
1233,Sundaomen Wuz_China
1234,Sunderland_United Kingdom
1235,Sundsvall_Sweden
1236,Superior_U.S.A.
1237,Surabaya_Indonesia
1238,Surigao City_Philippines
1239,Susaki Ko_Japan
1240,Suva Harbor_Fiji
1241,Swanport_U.S.A.
1242,Swinoujscie_Poland
1243,Sydney_Australia
1244,Sydney_Canada
1245,Sydney_U.S.A.
1246,Szczecin_Poland
1247,Tachibana_Japan
1248,Tacoma_U.S.A.
1249,Taganrog_Russia
1250,Tagonoura Ko_Japan
1251,Tahaa_French Polynesia
1252,Tai-Chung Kang_Taiwan
1253,Taicang_China
1254,Takamatsu_Japan
1255,Takoradi_Ghana
1256,Takuma_Japan
1257,Talara_Peru
1258,Talinn_Estonia
1259,Tampa_U.S.A.
1260,Tampico_Mexico
1261,Tan-Shui_Taiwan
1262,Tanah Merah_Indonesia
1263,Tananger_Norway
1264,Tanga_Tanzania
1265,Tangier-Mediterranean_Morocco
1266,Tangshan (Jingtang)_China
1267,Tanjung Benete_Indonesia
1268,Tanjung Geren_Indonesia
1269,Tanjung Pelepas_Malaysia
1270,Tanjung Sangata_Indonesia
1271,Tanjung Sekong_Indonesia
1272,Tanjungredeb_Indonesia
1273,Tanjunguban_Indonesia
1274,Tarabulus_Lebanon
1275,Taranto_Italy
1276,Tarawa Atoll_Kiribati
1277,Tarragona_Spain
1278,Tauranga_New Zealand
1279,Teesport_United Kingdom
1280,Tekirdag_Turkey
1281,Teluk Bayur_Indonesia
1282,Tema_Ghana
1283,Temryuk_Russia
1284,Terneuzen_Netherlands
1285,Texas City_U.S.A.
1286,Tg Mani_Malaysia
1287,Tg. Sorong_Indonesia
1288,Tha Thong_Thailand
1289,Thamesport_United Kingdom
1290,Thamshamm_Norway
1291,Thanh Ho Chi Minh_Vietnam
1292,The Bottom_Saba
1293,Thessaloniki_Greece
1294,Thevenard_Australia
1295,Thunder Bay_Canada
1296,Thyboron_Denmark
1297,Tianjin Xin Gang_China
1298,Tilbury_United Kingdom
1299,Timaru_New Zealand
1300,Tinian_Northern Mariana Islands
1301,Toamasina_Madagascar
1302,Tocopilla_Chile
1303,Tokachi_Japan
1304,Tokuyama_Japan
1305,Tokyo Ko_Japan
1306,Toledo_U.S.A.
1307,Toliara_Madagascar
1308,Tomakomai Ko_Japan
1309,Tonghae_South Korea
1310,Topolorampo_Mexico
1311,Torina_Finland
1312,Toronto_Canada
1313,Toros Gubre_Turkey
1314,Torrevieja_Spain
1315,Townsville_Australia
1316,Trabzon_Turkey
1317,Trelleborg_Sweden
1318,Trieste_Italy
1319,Trincomalee Harbor_Sri Lanka
1320,Trois Rivieres_Canada
1321,Tromso_Norway
1322,Trondheim_Norway
1323,Tsingeli_Greece
1324,Tsukumi Ko_Japan
1325,Tsuruga Ko_Japan
1326,Tuapse_Russia
1327,Tuban_Indonesia
1328,Tubarao_Brazil
1329,Tunis_Tunisia
1330,Turkmenbashi Port_Turkmenistan
1331,Tuticorin_India
1332,Tuxpan_Mexico
1333,Two Harbors_U.S.A.
1334,Tynemouth_United Kingdom
1335,Ube Ko_Japan
1336,Ujung Pandang_Indonesia
1337,Uleelheue_Indonesia
1338,Ulsan_South Korea
1339,Umea Hamn_Sweden
1340,Umm Al Qaywayn_United Arab Emirates
1341,Umm Qasr_Iraq
1342,Umm Said_Qatar
1343,Uno Ko_Japan
1344,Uturoa_French Polynesia
1345,Uwajima Ko_Japan
1346,Vaasa_Finland
1347,Vaitape_French Polynesia
1348,Valencia_Spain
1349,Valletta Harbors_Malta
1350,Vancouver_Canada
1351,Vancouver_U.S.A.
1352,Vanimo_Papua New Guinea
1353,Varberg_Sweden
1354,Varkaus_Finland
1355,Varna_Bulgaria
1356,Vasteras_Sweden
1357,Ventspils_Latvia
1358,Veracruz_Mexico
1359,Victoria_Guinea
1360,Victoria_Malaysia
1361,Victoria_Seychelles
1362,Vieux Fort_Saint Lucia
1363,Vigo_Spain
1364,Vikanes_Norway
1365,Villagarcia De Arosa_Spain
1366,Villanueva_Philippines
1367,Vishakhapatnam_India
1368,Vitoria_Brazil
1369,Vladivostok_Russia
1370,Vlissingen_Netherlands
1371,Vlores_Albania
1372,Voh_New Caledonia
1373,Volos_Greece
1374,Vostochnyy_Russia
1375,Vung Tau_Vietnam
1376,Vyborg_Russia
1377,Waingapu_Indonesia
1378,Wakamatsu Ko_Japan
1379,Wakayama-Shimotsu Ko_Japan
1380,Wallaroo_Australia
1381,Walvis Bay_Namibia
1382,Warren Point_Ireland
1383,Warri_Nigeria
1384,Waterford_Ireland
1385,Weifang Port_China
1386,Weihai_China
1387,Weipa_Australia
1388,Wellington_New Zealand
1389,Welshpool_Australia
1390,Wenzhou_China
1391,Western Port_Australia
1392,Wewak Harbor_Papua New Guinea
1393,Whangerei_New Zealand
1394,Whittier_U.S.A.
1395,Whyalla_Australia
1396,Wilhelmshaven_Germany
1397,Willemstad_Curacao
1398,"Wilmington, DE_U.S.A."
1399,"Wilmington, NC_U.S.A."
1400,Wisbech_United Kingdom
1401,Wismar_Germany
1402,Workington_United Kingdom
1403,Xiagong_China
1404,Xiamen_China
1405,Xiuyu_China
1406,Yakacik_Turkey
1407,Yalova_Turkey
1408,Yanbu_Saudi Arabia
1409,Yangpu_China
1410,Yantai_China
1411,Yatsushiro Ko_Japan
1412,Yawatahama_Japan
1413,Yeysk_Russia
1414,Yiantian_China
1415,Yingkou_China
1416,Yokkaichi_Japan
1417,Yokohama Ko_Japan
1418,Yokosuka Ko_Japan
1419,Yuzhnyy_Ukraine
1420,Zamboanga_Philippines
1421,Zanzibar_Tanzania
1422,Zarate_Argentina
1423,Zarzis_Tunisia
1424,Zeebrugge_Belgium
1425,Zhangjiangang_China
1426,Zhanjiang_China
1427,Zhapu_China
1428,Zhouliwang_China
1429,Zhoushan_China
1430,Zonguldak_Turkey
1431,palma De Mallorca_Spain
1432,rada Punta Arenas_Chile
